16S.B-Divvier,0.8-0.9,1,0.876283,0.214983,1505,0,19,0,44053.62user,17.54system,12:14:54elapsed,23472,251,3614,1980473
16S.B-Divvier,0.8-0.9,2,0.715556,0.230077,248,0,23,0,2592.74user,1.03system,43:15.20elapsed,7320,6,518,301800
16S.B-Divvier,0.8-0.9,2,0.835403,0.093097,923,0,19,0,25256.19user,7.93system,7:01:28elapsed,11696,159,2146,1306400
16S.B-Divvier,0.8-0.9,2,0.870374,0.277724,465,0,19,0,7153.04user,2.75system,1:59:29elapsed,11109,110,1225,650591
16S.B-Divvier,0.8-0.9,2,0.876283,0.211539,1413,0,21,0,39403.60user,15.70system,10:57:22elapsed,21678,239,3104,1877635
16S.B-Divvier,0.8-0.9,3,0.703109,0.252829,122,0,18,0,1405.56user,0.88system,23:28.12elapsed,4734,4,328,162949
16S.B-Divvier,0.8-0.9,3,0.835403,0.089527,917,0,20,0,22931.14user,7.48system,6:22:40elapsed,11342,175,2122,1298136
16S.B-Divvier,0.8-0.9,3,0.870374,0.275845,446,0,20,0,7023.87user,3.52system,1:57:22elapsed,11982,45,1095,624855
16S.B-Divvier,0.8-0.9,3,0.876283,0.211489,1410,0,19,0,40926.07user,15.26system,11:22:52elapsed,22867,200,3567,1871507
16S.B-Divvier,0.8-0.9,4,0.720095,0.4026,54,0,17,0,520.84user,0.61system,8:41.72elapsed,2875,11,188,72268
16S.B-Divvier,0.8-0.9,4,0.84994,0.310259,507,0,22,0,6385.87user,2.40system,1:46:34elapsed,10130,98,1019,650957
16S.B-Divvier,0.8-0.9,4,0.870374,0.259524,401,0,17,0,6102.91user,2.18system,1:41:57elapsed,11007,95,1052,561634
16S.B-Divvier,0.8-0.9,4,0.876283,0.210716,1380,0,21,0,37517.89user,17.44system,10:26:04elapsed,21028,247,3087,1840194
16S.B-Divvier,0.9-1,0,0.912233,0.232387,717,0,18,0,13006.64user,4.96system,3:37:03elapsed,16116,125,1895,909286
16S.B-Divvier,0.9-1,0,0.945162,0.424973,980,0,19,0,19147.61user,8.46system,5:19:34elapsed,52810,228,2410,1195151
16S.B-Divvier,0.9-1,0,0.956081,0.455212,462,0,20,0,5715.94user,2.29system,1:35:21elapsed,26055,56,1138,561398
16S.B-Divvier,0.9-1,0,0.976981,0.129017,980,0,17,0,26109.80user,10.68system,7:15:46elapsed,15298,327,2619,1385271
16S.B-Divvier,0.9-1,1,0.912233,0.232011,716,0,19,0,13065.89user,4.39system,3:38:00elapsed,17275,136,1741,906763
16S.B-Divvier,0.9-1,1,0.93999,0.125627,446,0,17,0,7043.75user,2.59system,1:57:33elapsed,10838,149,1145,592602
16S.B-Divvier,0.9-1,1,0.966503,0.375648,444,0,23,0,5145.94user,2.06system,1:25:50elapsed,14430,97,827,569013
16S.B-Divvier,0.9-1,1,0.976981,0.126977,977,0,19,0,26711.05user,9.83system,7:25:31elapsed,14933,239,2425,1381522
16S.B-Divvier,0.9-1,2,0.912233,0.231995,715,0,14,0,13102.76user,4.28system,3:38:36elapsed,16504,139,2396,905378
16S.B-Divvier,0.9-1,2,0.93999,0.122725,444,0,20,0,7125.09user,2.52system,1:58:57elapsed,10389,160,960,590403
16S.B-Divvier,0.9-1,2,0.966503,0.375569,443,0,17,0,5314.25user,2.09system,1:28:40elapsed,16303,106,1261,565306
16S.B-Divvier,0.9-1,2,0.976981,0.118106,961,0,22,0,25784.69user,8.88system,7:10:33elapsed,15785,175,1998,1357882
16S.B-Divvier,0.9-1,3,0.912233,0.231973,714,0,17,0,12800.57user,4.50system,3:33:50elapsed,16671,179,1981,904059
16S.B-Divvier,0.9-1,3,0.93999,0.121869,443,0,23,0,7078.05user,2.56system,1:58:10elapsed,10393,68,998,589206
16S.B-Divvier,0.9-1,3,0.956081,0.38351,382,0,23,0,4608.02user,1.75system,1:16:54elapsed,20158,69,762,463377
16S.B-Divvier,0.9-1,3,0.976981,0.108129,948,0,22,0,25423.51user,9.39system,7:04:26elapsed,13033,271,1839,1341365
16S.B-Divvier,0.9-1,4,0.912233,0.232002,713,0,18,0,12739.67user,4.12system,3:32:42elapsed,16758,120,1857,902626
16S.B-Divvier,0.9-1,4,0.93897,0.201598,137,0,19,0,1594.57user,0.96system,26:38.40elapsed,2436,79,294,188993
16S.B-Divvier,0.9-1,4,0.956139,0.440636,155,0,20,0,1465.20user,1.02system,24:27.93elapsed,9081,16,370,198942
16S.B-Divvier,0.9-1,4,0.977152,0.370785,830,0,17,0,16140.94user,5.31system,4:30:43elapsed,32175,135,2350,995061
16S.B-Divvier,0.9-1,5,0.912233,0.231997,711,0,22,0,12652.64user,4.64system,3:31:13elapsed,17486,152,1466,899339
16S.B-Divvier,0.9-1,5,0.93095,0.185997,99,0,16,0,602.99user,0.62system,10:04.12elapsed,5001,12,326,79653
16S.B-Divvier,0.9-1,5,0.958723,0.411365,88,0,20,0,836.17user,0.68system,13:58.44elapsed,4325,34,217,117397
16S.B-Divvier,0.9-1,5,0.977152,0.368864,825,0,22,0,12994.81user,5.15system,3:37:10elapsed,38125,131,1754,982264
